Edad,Ingresos_anuales,Calificacion_crediticia,Estado_laboral,Nivel_educativo,Experiencia_laboral,Monto_prestamo,Duración_prestamo,Estado_civil,Numero_dependientes,propiedad_vivienda,Pagos_mensuales,Tasa_tarjeta_credito,lineas_credito_abiertas,Consultas_credito,Deuda_ingreso,Historial_quiebras,Proposito_prestamo,Incumplimiento_préstamos_anteriores,Historial_pagos,Duracion_credito,Saldo_cuenta_ahorros,Saldo_cuenta_corriente,Activos_totales,Pasivos_totales,Ingresos_mensuales,Historial_pagos_facturas,Antiguedad_empleo,Patrimonio_neto,Tasa_interes_base,Tasa _interes,Pago_mensual_prestamo,Deuda_ingreso.1,Prestamo_aprobado,Calificacion_riesgo
42,94771,632,1,4,23,16012,84,1,0,4,172,0.664196212,2,0,0.164119125,0,2,0,26,1,1573,3476,98233,11703,7897.583333,0.63625694,2,86530,0.225012,0.225549657,380.6019759,0.069971022,1,40.0
34,91352,605,1,2,10,39051,12,1,1,2,522,0.342615339,3,0,0.507252612,0,3,0,22,25,11477,1216,94697,16779,7612.666667,0.732937187,2,77918,0.201551,0.166652713,3555.43641,0.535612104,1,41.6
38,60126,627,1,4,15,13773,24,1,3,2,543,0.140133728,3,0,0.128742943,0,4,0,39,17,6730,2362,30448,10261,5010.5,0.688297706,1,20187,0.175273,0.203175238,703.1261524,0.248702954,1,36.8
48,77982,634,1,1,30,12420,72,4,1,2,323,0.415151775,5,1,0.116316518,0,5,0,24,16,7547,794,26157,15526,6498.5,0.988511762,4,10631,0.21042,0.168336,275.1450233,0.092043552,1,38.4
35,66620,631,1,2,13,11077,72,1,1,2,513,0.080267476,5,1,0.241446665,0,5,0,24,1,9935,1155,41988,56546,5551.666667,0.550358637,4,6950,0.210577,0.195268144,262.2959948,0.139651035,1,41.6
33,60929,617,3,4,11,11612,60,2,3,1,169,0.246964325,5,1,0.243179292,0,4,1,23,27,852,781,154595,32685,5077.416667,0.786773031,2,121910,0.208112,0.22254398,322.3926489,0.096780052,1,43.2
56,176243,604,1,2,32,9706,48,2,0,3,322,0.067358843,6,1,0.403871858,0,2,0,23,17,782,710,9893,10839,14686.91667,0.42835706,3,5439,0.202706,0.189202392,289.802192,0.041656272,1,40.0
33,99545,572,1,3,9,26613,36,2,3,3,672,0.238700934,3,1,0.323379139,0,2,0,22,27,1262,1884,4857,2569,8295.416667,0.852926821,2,2288,0.225613,0.184549582,968.2084618,0.197724663,1,42.4
41,84613,650,1,4,18,26307,24,2,1,3,563,0.025417117,5,1,0.219722514,0,4,0,17,18,18824,3507,37383,27916,7051.083333,0.794621382,7,9467,0.176307,0.179236376,1312.382916,0.265970891,1,35.2
45,63075,570,1,2,22,16572,84,2,1,4,1079,0.27831072,0,1,0.442088648,0,5,0,35,28,13507,1574,434802,53233,5256.25,0.659321874,6,381569,0.256572,0.232663161,401.2726036,0.281621423,1,40.0
45,171555,648,2,4,24,8538,36,3,4,2,185,0.2753038,3,3,0.386501786,0,5,0,28,19,786,814,40217,21480,14296.25,0.956637433,5,18737,0.169538,0.173720299,305.9861734,0.034343704,1,41.6
48,92213,573,1,1,25,11873,36,3,0,2,307,0.331997321,1,0,0.324625333,0,2,0,28,6,5800,168,47956,39703,7684.416667,0.849363507,4,8253,0.210373,0.183349266,431.2348752,0.096069085,1,44.0
20,85220,453,1,1,0,22251,60,1,4,4,288,0.232162276,4,0,0.17816301,0,5,0,21,29,22431,1959,24390,5006,7101.666667,0.856412778,5,19384,0.300751,0.273960173,684.7180879,0.136970395,1,39.2
36,139145,617,1,3,11,14513,48,4,1,2,157,0.065317554,3,0,0.213938342,0,5,0,23,10,2348,2785,178239,5034,11595.41667,0.738880064,5,173205,0.201013,0.175611996,422.9988668,0.050019666,1,33.6
43,56759,622,1,2,22,12292,60,4,2,1,260,0.122077734,3,3,0.261039179,0,5,0,29,17,570,2228,118411,16234,4729.916667,0.733138817,4,102177,0.206292,0.197827957,324.1790418,0.123507259,1,35.2
34,95173,537,1,2,10,13563,36,1,1,2,78,0.513214889,2,0,0.3639875,0,3,0,21,14,915,1001,21626,188608,7931.083333,0.859009548,4,8055,0.230063,0.211715154,512.1821085,0.074413808,1,43.2
30,44233,601,1,3,10,14039,36,1,0,2,359,0.025067048,4,0,0.210766958,0,1,1,27,27,2708,1257,739168,24820,3686.083333,0.818922849,4,714348,0.198539,0.174877655,503.9432841,0.234108458,1,37.6
35,246857,562,2,4,9,20767,60,2,0,4,482,0.098217719,3,1,0.265457113,0,1,0,23,28,6322,3193,187481,162124,20571.41667,0.880283199,2,25357,0.244767,0.197559934,547.3827692,0.050039469,1,41.6
29,63088,536,1,2,6,9763,72,3,1,2,415,0.446767884,3,0,0.615372722,0,2,0,25,26,7821,564,63687,22482,5257.333333,0.75056801,4,41205,0.256763,0.215415709,242.6567979,0.125093228,1,47.2
34,128867,621,1,3,14,13157,36,4,1,3,669,0.300826455,3,0,0.578907269,0,1,0,32,3,1120,3121,348709,8577,10738.91667,0.919129749,5,340132,0.187657,0.187039096,480.315894,0.107023448,1,40.0
40,72442,543,1,1,17,8462,48,2,0,2,201,0.434740755,3,0,0.306348522,0,2,0,35,5,2362,463,76698,96536,6036.833333,0.597568378,3,7442,0.231962,0.202584129,258.6682197,0.076143931,1,45.6
47,84257,614,1,3,25,26523,36,2,3,2,196,0.225088602,3,3,0.38100702,0,4,0,24,21,2594,6453,84524,7091,7021.416667,0.873101801,4,77433,0.204523,0.174123475,951.0692638,0.163367212,1,38.4
44,88355,540,1,1,21,11003,36,2,1,2,394,0.193099731,1,3,0.109153614,0,5,0,25,29,7406,2269,108525,57078,7362.916667,0.623884998,3,51447,0.226003,0.260800285,443.7869008,0.113784651,1,36.8
46,98477,581,1,2,18,15229,24,3,0,3,368,0.255361586,4,0,0.618546289,0,2,0,28,8,5241,2312,82325,32606,8206.416667,0.897716708,5,49719,0.199729,0.228661594,796.5814978,0.141911086,1,46.4
58,236765,578,1,4,37,11932,60,4,1,3,185,0.112394488,3,0,0.577481431,0,1,0,23,14,8848,2130,25640,4850,19730.41667,0.873788228,3,20790,0.227932,0.23843325,342.1751294,0.026718905,1,44.0
48,113094,596,1,4,24,22390,12,2,1,2,503,0.199495264,0,0,0.331338755,0,2,0,18,10,11476,1039,61940,36079,9424.5,0.8930822,3,25861,0.18939,0.199239041,2073.271244,0.273358931,1,41.6
74,214888,608,3,1,49,27108,36,2,2,3,348,0.306083174,3,2,0.165755805,0,5,0,19,2,7767,336,41230,22567,17907.33333,0.899661122,5,18663,0.208108,0.229746851,1048.985496,0.078011922,1,41.6
65,115344,636,1,5,41,29702,48,3,0,3,558,0.157895521,2,2,0.077230637,0,5,0,29,29,9371,5862,69829,9264,9612.0,0.684708592,4,60565,0.206702,0.19369693,893.8980419,0.151050566,1,34.4
39,101719,625,1,5,15,37373,12,2,1,1,258,0.216097689,2,0,0.394755373,0,4,0,25,7,1309,16073,119156,9853,8476.583333,0.726155811,11,109303,0.189873,0.17794232,3422.697584,0.434219477,1,37.6
55,140911,554,1,2,31,9753,96,2,0,3,651,0.111500275,1,1,0.154620923,0,3,0,22,28,13550,1983,47496,7729,11742.58333,0.925532902,5,39767,0.267753,0.26596056,246.170833,0.076403191,1,37.6
43,57410,607,1,3,25,18107,48,3,0,4,388,0.324745915,4,0,0.78837865,0,2,0,24,13,1380,152,80248,23397,4784.166667,0.79445518,13,56851,0.209607,0.185456896,537.0701669,0.193360773,1,42.4
39,50882,541,2,2,15,12930,36,3,0,3,411,0.665017048,3,3,0.410739366,0,2,0,17,26,4804,445,139931,10512,4240.166667,0.832299002,4,129419,0.22743,0.181944,468.7123819,0.20747118,1,45.6
58,96613,652,1,2,35,8284,72,1,4,3,312,0.183972571,3,1,0.139489269,0,4,0,24,26,3734,185,96389,35392,8051.083333,0.957911015,4,60997,0.197284,0.204081475,200.3899431,0.06364236,1,32.0
28,124085,607,1,3,7,33864,48,2,5,3,286,0.402304869,4,1,0.127371419,0,4,0,18,15,3810,2349,40092,15023,10340.41667,0.968072729,3,25069,0.225364,0.198600451,1027.970335,0.127071314,1,36.8
53,82598,486,3,2,28,19936,60,2,1,2,560,0.451680494,4,3,0.266243733,0,2,0,25,11,8935,2234,105589,50757,6883.166667,0.862572698,5,54832,0.281936,0.268476158,606.9378566,0.169535028,1,42.4
50,76317,565,3,4,26,9073,12,1,0,1,339,0.683318354,5,1,0.275755148,0,2,0,26,29,1667,3020,137437,26180,6359.75,0.689491759,5,111257,0.191573,0.203685686,842.074141,0.185710781,1,42.4
59,84771,608,1,2,35,18982,72,3,0,1,322,0.208416996,2,1,0.349606627,0,2,0,23,19,37607,266,41474,25387,7064.25,0.952488925,3,16087,0.229982,0.199945338,454.612402,0.109935577,1,40.0
47,56526,597,1,4,22,8061,24,1,3,4,218,0.269514776,2,0,0.26063306,0,4,0,19,10,6120,3647,89971,22669,4710.5,0.59593285,2,67302,0.184561,0.184763419,404.2959355,0.132108255,1,40.0
40,125397,539,1,4,21,16848,36,1,0,3,719,0.203222108,2,1,0.318548488,0,1,0,21,12,3448,167,43406,9677,10449.75,0.631400709,5,33729,0.232348,0.256916228,676.0517667,0.133500971,1,41.6
46,71682,632,1,5,26,24725,60,3,1,3,698,0.213819601,5,1,0.48170274,0,2,0,22,4,1224,465,25850,6485,5973.5,0.641633602,4,19365,0.213725,0.200998352,656.4355018,0.226740688,1,44.8
34,158003,583,3,2,16,16930,48,2,0,2,865,0.103203687,1,0,0.65063547,0,2,0,24,9,762,614,22029,8679,13166.91667,0.785336017,5,13350,0.22043,0.206485062,521.053785,0.105267909,1,47.2
38,164324,578,1,5,15,25456,60,2,4,2,432,0.330230411,3,2,0.276607456,0,4,1,27,12,6825,373,39333,89843,13693.66667,0.819484922,5,8681,0.241456,0.255498703,755.3957434,0.086711308,1,44.8
38,57051,609,1,4,19,12058,60,2,1,3,145,0.136732919,2,3,0.360630552,0,4,0,15,19,5658,1285,223876,51153,4754.25,0.871411814,3,172723,0.212558,0.216572451,330.6832477,0.100054319,1,36.8
30,58064,611,1,2,7,18357,36,2,1,4,442,0.289289948,5,1,0.317296808,0,3,0,29,11,756,6305,61638,19527,4838.666667,0.93220416,4,42111,0.197857,0.160132032,645.4973214,0.224751444,1,40.8
54,69600,594,2,4,31,24007,36,1,1,3,538,0.514939197,1,2,0.423910758,0,5,0,22,15,1798,4428,166671,4909,5800.0,0.724794781,7,161762,0.212007,0.187185774,876.5889499,0.243894647,1,44.8
44,51802,640,2,4,22,16343,36,2,1,1,228,0.326035099,3,2,0.345864727,0,3,0,27,3,2849,1584,15367,18215,4316.833333,0.799382792,5,8695,0.181343,0.180274432,591.0636166,0.189737141,1,45.6
52,101450,575,1,2,28,9260,48,2,3,2,1150,0.189242455,7,1,0.253944539,0,5,0,18,15,2475,1238,16326,30022,8454.166667,0.888063954,5,10751,0.21676,0.245378684,304.6530745,0.172063449,1,40.0
30,46166,521,1,1,8,21695,36,1,0,2,225,0.190017672,1,0,0.060775892,0,3,0,19,25,9607,1026,31407,7217,3847.166667,0.735813563,6,24190,0.246195,0.196956,802.9029905,0.267184419,1,40.0
37,75200,601,1,2,15,10682,96,1,0,1,507,0.160981432,1,1,0.108904617,0,2,0,36,17,6633,1150,44885,32635,6266.666667,0.836720876,5,12250,0.245182,0.238074807,249.8201421,0.120769172,1,36.8
36,58142,541,2,2,13,8097,48,2,1,2,363,0.083593875,3,1,0.298651963,0,5,0,25,16,5329,975,160115,49293,4845.166667,0.851597183,4,110822,0.232597,0.192496278,243.1691306,0.125108004,1,40.0
58,77258,420,1,3,33,26113,60,1,3,2,347,0.435011406,2,1,0.623495205,0,1,0,35,25,5503,788,24478,1756,6438.166667,0.946854764,7,22722,0.321113,0.2568904,777.0354771,0.174589372,1,47.2
38,141194,518,1,2,16,35719,24,2,0,4,189,0.063399412,4,0,0.072138133,0,5,0,31,18,1963,256,64274,19946,11766.16667,0.866922849,6,44328,0.251719,0.266562449,1936.188063,0.180618559,1,37.6
32,104406,556,1,4,9,38824,48,2,0,3,270,0.22661186,4,0,0.151080411,0,5,0,14,22,13156,269,27583,29746,8700.5,0.665002286,6,3511,0.255824,0.255511383,1299.255352,0.180363813,1,39.2
54,82339,510,1,5,33,8196,60,2,5,1,297,0.225793032,1,1,0.148964085,0,1,0,26,19,6477,3026,31004,14980,6861.583333,0.857941011,3,16024,0.258196,0.264941752,247.795604,0.079397943,1,39.2
64,121557,606,2,4,40,8695,48,1,4,1,279,0.461548833,6,1,0.310963606,0,2,0,27,8,195,419,104699,8001,10129.75,0.872674804,7,96698,0.200695,0.220162776,274.0221907,0.054593864,1,41.6
52,235840,486,1,1,32,40894,36,1,2,1,405,0.059739548,5,1,0.30627757,0,5,0,29,12,10810,147,20682,28695,19653.33333,0.766596142,2,3257,0.282894,0.264914568,1658.36936,0.104988265,1,40.8
24,65311,482,2,4,2,5770,60,2,1,2,321,0.192847433,4,1,0.354933853,0,3,0,14,10,59263,1199,60462,42655,5442.583333,0.856067351,7,17807,0.26977,0.229106677,162.3630103,0.08881132,1,44.8
41,37713,607,1,5,17,18625,36,3,2,2,312,0.255606762,2,1,0.034142855,0,5,0,19,8,5332,554,461126,56436,3142.75,0.826020929,4,404690,0.200125,0.211308352,702.9498995,0.322949614,1,34.4
52,189352,596,1,3,30,23275,48,3,0,2,331,0.38287507,6,1,0.528965853,0,1,0,32,2,923,156,99035,75139,15779.33333,0.783447876,0,23896,0.220275,0.226495706,741.5364207,0.067970959,1,48.0
30,84387,530,1,2,11,6355,60,1,0,1,297,0.1669324,2,0,0.155346391,0,4,0,22,27,10217,1067,184641,18923,7032.25,0.515367093,9,165718,0.246355,0.23156374,179.7218566,0.0677908,1,35.2
62,22079,527,1,4,42,10846,36,2,4,3,298,0.232544469,6,1,0.351359601,0,3,0,17,10,757,1205,250218,10439,1839.916667,0.933707516,4,239779,0.232346,0.217350983,412.7287791,0.386283136,1,41.6
42,109285,622,1,1,20,19600,72,2,2,2,123,0.250972075,0,3,0.326810133,0,3,0,18,21,2716,1692,24137,38530,9107.083333,0.8325182,4,4298,0.2236,0.231926841,506.4427579,0.069115735,1,40.0
30,186129,626,3,2,11,22539,36,2,0,3,777,0.509219539,5,0,0.39091298,0,4,0,24,11,808,89,112517,100783,15510.75,0.776893907,6,11734,0.194539,0.17819258,812.7967095,0.102496443,1,42.4
32,90406,565,1,5,8,27082,48,3,0,1,301,0.285365657,1,0,0.07453137,0,4,0,16,2,4379,231,11680,8519,7533.833333,0.632331911,2,3161,0.239582,0.209522602,837.9177079,0.151173733,1,42.4
47,49823,611,1,2,24,17341,48,2,2,3,272,0.213389541,1,1,0.246072609,0,2,0,14,23,460,2107,49189,26142,4151.916667,0.822276299,2,23047,0.206841,0.192947631,521.199076,0.191044074,1,40.0
56,165752,621,1,3,28,25946,60,2,2,2,302,0.213621684,4,1,0.128481927,0,1,0,23,12,3896,626,42024,11948,13812.66667,0.709935026,5,30076,0.220446,0.237732582,743.0028115,0.075655399,1,36.0
49,127328,544,1,3,26,18724,48,2,1,3,445,0.063913278,2,0,0.369790482,0,1,0,24,28,683,8919,103035,26851,10610.66667,0.82045801,3,76184,0.241724,0.252676017,623.6319537,0.100712989,1,39.2
70,88419,603,1,5,50,14508,60,2,3,2,294,0.373667843,3,2,0.311923321,0,1,0,19,10,2373,3286,85247,67857,7368.25,0.642960553,2,17390,0.218008,0.208336248,391.1335568,0.09298457,1,40.0
45,72443,571,2,4,17,13064,48,2,1,3,293,0.759003829,4,1,0.156673398,0,2,0,25,15,3373,320,76513,35680,6036.916667,0.974298987,8,40833,0.222564,0.228931395,417.9559328,0.117768055,1,44.0
41,67903,636,1,4,17,30468,48,1,0,2,444,0.482548224,2,0,0.1431892,0,2,0,22,12,396,1896,139265,8066,5658.583333,0.842251419,7,131199,0.207468,0.183345376,900.3324089,0.237574023,1,35.2
31,55499,616,1,2,7,21590,48,1,4,2,236,0.448685932,1,0,0.137725541,0,5,0,25,5,2935,743,135408,8874,4624.916667,0.793353909,8,126534,0.20859,0.192979011,648.9423789,0.19134234,1,36.8
42,206640,582,1,1,18,19352,12,2,0,2,420,0.077798474,3,2,0.487505385,0,2,0,30,23,9532,1450,44855,106487,17220.0,0.919102633,7,7415,0.193352,0.179815331,1774.02115,0.127411217,1,42.4
47,107421,594,1,2,24,26653,48,4,1,3,411,0.145444622,3,2,0.626180094,0,2,0,34,11,4364,845,111000,19284,8951.75,0.592490633,2,91716,0.224653,0.258382059,896.2429405,0.14603211,1,43.2
23,130018,601,1,2,0,14201,108,3,2,1,207,0.523626211,1,1,0.225422777,0,2,0,30,14,4833,473,19228,15992,10834.83333,0.868440273,2,3236,0.258701,0.248015463,329.695705,0.049534283,1,38.4
33,69343,593,1,1,12,10275,60,2,0,1,237,0.222696995,6,2,0.10454093,0,5,0,25,5,18283,908,54547,7416,5778.583333,0.940160117,3,47131,0.218775,0.22770329,288.3028635,0.090905129,1,41.6
41,104491,546,2,4,17,23920,12,3,0,4,410,0.428251342,3,3,0.172319254,0,5,0,27,20,10439,5735,320826,4206,8707.583333,0.568526965,8,316620,0.21592,0.247475547,2270.528047,0.307838346,1,37.6
35,150823,578,2,4,12,27314,48,1,2,2,1053,0.347570815,5,0,0.329567547,0,2,0,23,14,1223,2761,6451,25560,12568.58333,0.867720765,5,7804,0.233314,0.217368744,856.6599585,0.151939157,1,44.0
57,104957,556,1,2,35,37625,60,2,1,4,784,0.370607077,2,0,0.274379548,0,2,0,23,4,691,725,610650,15337,8746.416667,0.924962252,3,595313,0.264625,0.25847982,1123.126507,0.21804661,1,36.8
41,140974,581,2,2,18,15538,12,1,0,2,594,0.684125384,3,1,0.180069775,0,2,0,28,18,1418,3070,23253,62507,11747.83333,0.82599544,3,2691,0.190038,0.183523754,1427.130752,0.172042852,1,42.4
30,70571,439,1,3,10,11809,60,2,2,2,619,0.237341403,0,1,0.014561646,0,4,0,28,11,2985,1811,107825,6495,5880.916667,0.880092395,5,101330,0.297309,0.263482535,356.0057622,0.16579146,1,36.8
42,142765,513,1,4,21,31452,24,2,2,1,160,0.342158032,2,1,0.235305767,0,1,0,23,2,707,3201,44731,22217,11897.08333,0.923499026,5,22514,0.249952,0.241653905,1665.499176,0.1534409,1,43.2
42,84881,546,2,1,18,27140,24,1,1,3,491,0.344636303,3,1,0.572957816,0,4,0,23,25,594,712,211534,5813,7073.416667,0.904602817,4,205721,0.22914,0.230605612,1422.227675,0.270481405,1,44.8
37,40625,580,1,1,13,30234,36,1,2,1,290,0.211547535,2,1,0.418408994,0,2,0,27,27,1469,304,487936,42160,3385.416667,0.790741602,6,445776,0.225234,0.218366004,1152.096002,0.425972973,1,40.8
55,85733,638,1,2,34,25179,48,2,0,4,529,0.455904203,1,1,0.287291946,0,4,0,25,4,21551,9891,31442,68955,7144.416667,0.893008978,1,8309,0.201179,0.183013479,743.603886,0.178125653,1,41.6
50,77953,638,1,2,28,18970,48,3,0,4,249,0.524854763,2,2,0.317116634,0,1,0,31,18,5278,1378,48426,2944,6496.083333,0.927736638,3,45482,0.19497,0.185036494,562.2486499,0.124882734,1,41.6
36,100374,622,1,2,16,12441,36,3,0,2,186,0.110848032,4,0,0.419752515,0,5,0,29,21,13096,1473,14569,11263,8364.5,0.862667066,5,3306,0.186441,0.167369823,441.9287705,0.075070688,1,40.8
42,96629,461,1,5,20,38438,12,3,1,4,611,0.132571319,3,1,0.460591868,0,4,0,22,13,2888,2774,330199,21768,8052.416667,0.77092378,4,308431,0.272938,0.236420312,3628.026213,0.52642907,1,38.4
49,102632,639,1,3,28,27290,60,4,2,1,734,0.290002978,0,0,0.109865247,0,4,0,26,19,3403,2203,194404,9016,8552.666667,0.800132617,4,185388,0.21279,0.243693682,790.9395388,0.178299892,1,33.6
50,99857,581,1,4,29,11996,72,1,1,4,413,0.312422671,2,0,0.482027825,0,4,1,24,15,2170,320,23409,53352,8321.416667,0.933403766,4,3189,0.236496,0.225720349,305.4996182,0.086343425,1,48.8
71,121226,614,1,2,46,37828,48,1,2,1,370,0.527330773,0,0,0.265820737,1,4,0,24,27,26808,584,95994,6179,10102.16667,0.929717827,4,89815,0.225828,0.201966606,1155.087075,0.150966335,1,46.4
34,256182,618,1,2,13,21913,60,1,1,2,872,0.122471336,3,0,0.157416456,0,4,0,21,3,8157,553,154724,109437,21348.5,0.966830878,4,45287,0.217913,0.216616098,601.004757,0.068998045,1,37.6
28,44370,499,1,3,4,9853,60,1,0,1,252,0.035383196,2,0,0.19229595,0,5,0,23,20,14669,728,96638,28275,3697.5,0.888466641,4,68363,0.265353,0.24274836,285.0247499,0.145239959,1,38.4
28,46734,514,1,2,7,17654,48,2,0,1,132,0.23051102,4,1,0.219773182,0,2,0,23,28,4699,6387,72843,96522,3894.5,0.780058115,4,7768,0.255654,0.219517597,555.7460529,0.176594185,1,42.4
62,172450,631,1,3,37,20751,48,1,0,1,187,0.335277048,2,0,0.357806527,0,5,0,14,24,7453,6333,195816,38462,14370.83333,0.74829135,5,157354,0.200251,0.176166484,605.4116944,0.055140274,1,36.0
53,64216,614,2,3,31,22999,48,2,1,2,193,0.092409818,5,1,0.213266796,0,4,0,23,25,1773,1551,36271,7736,5351.333333,0.82488101,4,28535,0.210999,0.182606014,678.7315487,0.162899878,1,40.8
37,300000,560,1,5,15,24078,84,2,2,1,222,0.201404992,3,5,0.073747294,0,5,1,22,26,2374,172,27809,56139,25000.0,0.722854664,7,3499,0.269078,0.236623799,589.0144218,0.032440577,1,43.2
46,239359,651,1,4,21,40546,96,2,1,1,1427,0.183633077,3,2,0.319431155,0,5,0,28,7,5552,1666,73152,45160,19946.58333,0.794373317,4,27992,0.250046,0.279349471,1060.284567,0.124697274,1,36.8
36,53179,603,1,1,12,8302,60,2,1,2,223,0.307449626,1,1,0.373998094,0,5,0,28,21,3128,1003,6900,38325,4431.583333,0.519114192,2,10691,0.211802,0.209268212,224.2553767,0.10092451,1,40.8
54,129626,540,1,3,35,26826,48,1,2,4,343,0.830865899,5,2,0.373816064,0,4,0,28,12,2737,760,95147,57811,10802.16667,0.890072637,6,37336,0.251826,0.259920048,904.3798103,0.115474964,1,44.0
41,78912,667,1,2,18,17761,24,1,4,1,328,0.628110625,2,1,0.684443138,0,2,0,24,19,167,3165,34465,7500,6576.0,0.832036277,3,26965,0.159261,0.134257858,847.9467735,0.178824023,1,43.2
58,89174,619,1,2,36,14865,12,2,1,2,305,0.440252479,6,0,0.176292637,0,1,1,29,17,8366,2898,49803,223801,7431.166667,0.721268478,4,2782,0.170365,0.182645682,1364.695469,0.224688201,1,42.4
49,112318,596,1,4,26,23665,72,1,2,2,271,0.441233521,3,0,0.103095323,0,2,0,28,5,12497,239,27447,6206,9359.833333,0.92081065,6,21241,0.240665,0.240380272,623.5708574,0.095575511,1,41.6
49,92393,638,1,2,27,20005,36,1,3,4,575,0.215253477,1,3,0.394340702,0,4,0,28,2,2486,275,34494,18726,7699.416667,0.902413879,4,15768,0.186005,0.189876889,733.1791668,0.16990627,1,43.2
65,94485,639,1,3,43,36184,72,1,3,2,176,0.520324835,4,1,0.235859913,0,4,0,21,6,14117,852,263473,58819,7873.75,0.893009129,6,204654,0.231684,0.216472362,901.6026174,0.136860151,1,37.6
35,34386,631,2,4,12,9569,72,1,5,1,186,0.108409628,3,1,0.211115183,0,2,0,24,28,5037,2650,24826,26378,2865.5,0.878907806,3,5408,0.209069,0.19118704,224.3426749,0.143201073,1,41.6
41,136768,554,1,1,20,47306,60,1,2,2,329,0.236428441,4,1,0.10130691,0,1,0,29,8,4843,2288,140760,109753,11397.33333,0.69305724,3,31007,0.275306,0.236174311,1350.41306,0.147351403,1,39.2
40,38189,552,1,4,18,11383,48,2,0,2,620,0.20458984,4,2,0.159785553,0,4,0,21,6,3307,1946,330503,15676,3182.416667,0.909922208,4,314827,0.230383,0.214657571,355.3403356,0.306477887,1,37.6
34,43058,515,1,3,9,19064,48,1,3,4,151,0.386077353,5,2,0.30457775,0,4,0,30,28,23607,1814,63131,35285,3588.166667,0.716340191,4,27846,0.256564,0.220841313,601.502944,0.209717946,1,44.0
45,110624,465,1,2,21,25894,48,2,2,3,500,0.520200362,6,0,0.184435684,0,3,0,30,16,3373,407,75623,3309,9218.666667,0.828062032,8,72314,0.288394,0.286719304,912.4449306,0.15321575,1,38.4
24,134167,578,1,4,0,22009,60,2,0,2,484,0.324762764,6,1,0.03138919,0,4,0,26,29,5368,1323,64690,11012,11180.58333,0.898041496,4,53678,0.238009,0.285059991,692.0023929,0.105182561,1,36.8
22,92499,542,1,3,0,11427,24,2,2,2,240,0.209015468,5,1,0.102827399,0,4,0,27,21,5190,457,530245,35814,7708.25,0.59100109,6,494431,0.215427,0.227927389,597.2945838,0.108623174,1,34.4
43,70746,541,1,2,19,25043,36,2,2,3,211,0.037414756,1,3,0.083080197,0,2,0,18,15,2979,1512,51510,16624,5895.5,0.786026205,4,34886,0.239543,0.218684582,954.7001697,0.197727109,1,39.2
38,38711,566,1,3,14,20579,36,4,1,1,255,0.165827154,4,0,0.185245341,0,2,0,27,23,2534,996,44726,15997,3225.916667,0.664439569,5,28729,0.222579,0.1780632,741.9822319,0.309053933,1,40.0
56,166058,628,1,2,29,43341,36,1,5,2,449,0.188943445,3,0,0.363222217,0,1,1,20,8,28216,1600,100847,16988,13838.16667,0.874481348,6,83859,0.214341,0.227724443,1672.582018,0.153313807,1,42.4
38,42399,578,1,1,15,15300,12,2,0,3,187,0.292458363,1,3,0.306273473,0,4,0,18,14,35832,1542,241176,9531,3533.25,0.972870929,10,231645,0.1913,0.164648594,1391.550061,0.446769988,1,40.8
44,76994,574,1,2,21,27050,36,1,0,2,235,0.457070417,2,1,0.454031306,0,3,0,23,6,3468,966,199016,23954,6416.166667,0.80863286,3,175062,0.22505,0.201266806,1007.021781,0.19357692,1,44.0
73,119563,663,1,3,50,22717,48,2,3,3,354,0.142118505,3,1,0.325894665,1,5,0,34,18,4436,4101,181657,5680,9963.583333,0.743685323,4,175977,0.186217,0.160018674,643.8278855,0.100147492,1,43.2
34,111638,572,1,4,11,20512,72,2,1,3,338,0.283372945,2,1,0.057499238,0,1,0,22,14,11225,1441,102461,68155,9303.166667,0.904990224,2,34306,0.249512,0.240211444,540.279269,0.094406485,1,39.2
35,125860,595,1,2,14,10586,36,1,0,4,235,0.189493845,3,1,0.375449793,0,4,0,22,1,4915,868,168321,9788,10488.33333,0.864800385,3,158533,0.198086,0.192618359,389.4434678,0.059536959,1,40.8
50,137221,630,1,3,27,16006,24,2,5,1,598,0.513091731,0,1,0.226295636,0,4,0,22,23,909,2687,60072,16093,11435.08333,0.740324546,4,43979,0.176006,0.198204884,813.2352632,0.123412766,1,38.4
44,174659,630,1,3,23,15723,72,1,0,2,267,0.112010111,4,2,0.265831907,0,5,0,30,17,1631,3196,65890,15926,7963.416667,0.849841429,6,49964,0.215723,0.236614782,410.7116528,0.085103126,1,36.8
54,124547,569,1,1,33,8578,72,4,0,3,417,0.068986034,5,1,0.261009372,0,5,0,27,2,1742,929,20594,138678,10378.91667,0.86755844,2,5504,0.239078,0.214205572,212.5914767,0.060660616,1,42.4
31,67420,589,2,3,9,9387,48,2,2,1,419,0.301190266,4,1,0.37110621,0,2,0,23,18,913,456,517826,36106,5618.333333,0.903307035,6,481720,0.209887,0.203950381,287.629256,0.125772042,1,40.8
44,146215,653,1,4,22,12047,108,1,1,2,430,0.377680872,3,0,0.113760144,0,4,0,24,5,3644,472,57443,15214,12184.58333,0.917517672,5,42229,0.230547,0.2144657,252.5921555,0.056020968,1,35.2
34,84942,499,1,2,10,11487,84,3,2,3,310,0.135191238,4,0,0.124314852,0,5,0,21,4,334,172,182317,60875,7078.5,0.808687072,5,121442,0.286987,0.279181815,312.5235486,0.087945687,1,37.6
